time,open,high,low,close,volume
2019-03-18,929.16,935.09,929.16,932.75,61794930
2019-03-19,933.56,935.63,924.91,927.56,56478250
2019-03-20,926.16,926.16,914.87,924.12,59408870
2019-03-21,924.71,928.28,907.87,907.87,53919570
2019-03-22,910.51,914.58,906.64,912.27,46663850
2019-03-25,911.51,911.51,889.2,893.4,53507330
2019-03-26,893.78,901.72,892.51,894.58,38004810
2019-03-27,899.35,903.35,896.58,901.76,32702110
2019-03-28,899.08,903.84,898.18,901.65,31095800
2019-03-29,901.65,906.82,900.13,900.13,45013980
2019-04-01,901.0,905.87,901.0,905.87,40144870
2019-04-02,911.04,912.86,902.74,903.59,35223770
2019-04-03,903.59,903.59,897.75,901.5,34513830
2019-04-04,902.07,906.2,901.03,904.33,32078960
2019-04-05,904.11,905.67,902.77,904.69,30171520
2019-04-08,904.92,907.14,901.22,906.55,33275430
2019-04-09,908.59,908.79,899.59,900.07,42510820
2019-04-10,896.08,898.94,887.79,893.19,34637240
2019-04-11,895.0,896.67,892.62,896.04,24748350
2019-04-12,895.95,895.95,891.71,893.1,27813000
2019-04-16,893.1,893.1,877.76,887.76,36537920
2019-04-17,889.67,891.63,885.64,885.66,34638940
2019-04-18,884.18,887.44,877.02,877.02,39355710
2019-04-19,881.91,884.75,879.62,880.52,26150620
2019-04-22,880.9,880.9,873.7,878.23,34285820
2019-04-23,876.2,881.54,875.12,878.29,37895280
2019-04-24,879.63,889.02,879.37,888.65,35004620
2019-04-25,888.29,888.29,883.72,885.65,29184040
2019-04-26,884.4,890.69,882.87,890.55,34567810
2019-05-02,892.11,893.87,889.61,893.87,36439930
2019-05-03,893.8,895.66,889.2,895.42,47857200
2019-05-06,886.39,886.39,875.71,878.8,41223290
2019-05-07,882.39,885.14,876.18,877.02,36430910
2019-05-08,869.81,874.79,867.21,872.78,38545850
2019-05-09,871.86,875.74,868.79,871.5,39316830
2019-05-10,874.91,877.59,872.27,876.45,34857290
2019-05-13,876.38,879.64,874.68,879.64,37914590
2019-05-14,878.74,882.67,876.29,882.67,39065320
2019-05-15,884.13,893.68,884.13,893.22,46181060
2019-05-16,893.7,896.24,891.93,891.93,39252920
2019-05-17,891.46,893.44,888.6,890.53,40028260
2019-05-20,896.98,901.06,896.57,901.06,42542890
2019-05-21,903.23,907.64,901.09,901.36,43008810
2019-05-22,901.94,906.91,897.57,897.66,43386130
2019-05-23,895.58,899.02,892.23,895.07,30514000
2019-05-24,889.51,898.24,884.48,884.48,44872700
2019-05-27,884.1,889.31,884.1,889.2,29654840
2019-05-28,889.57,891.61,883.56,885.27,30927150
2019-05-29,885.81,886.89,882.1,883.52,33829930
2019-05-30,883.13,888.65,879.76,883.37,29873700
2019-05-31,883.53,884.75,875.77,876.29,34297640
2019-06-03,875.64,875.64,860.91,864.08,51473370
2019-06-04,864.43,868.66,858.08,864.35,32528920
2019-06-05,870.22,871.83,863.69,863.69,27109050
2019-06-06,863.89,865.04,851.65,861.31,38238280
2019-06-07,863.15,869.56,862.84,869.56,33454350
2019-06-10,874.7,877.38,866.94,872.49,44465190
2019-06-11,872.58,874.24,870.14,870.91,29455250
2019-06-12,870.49,871.64,865.42,865.42,32449060
2019-06-13,863.85,864.44,857.86,859.68,32318410
2019-06-14,859.41,864.28,859.41,861.65,34401390
2019-06-17,860.74,862.15,851.59,852.99,40074050
2019-06-18,852.62,853.87,845.75,848.17,42999880
2019-06-19,851.92,854.49,851.07,854.34,39852300
2019-06-20,854.9,867.91,853.96,864.59,53355700
2019-06-21,864.59,870.35,864.44,866.53,72303640
2019-06-24,854.21,873.33,868.21,868.94,40701190
2019-06-25,854.21,870.22,866.3,868.5,38482520
2019-06-26,854.21,870.32,866.6,866.81,41570560
2019-06-27,854.21,865.88,854.41,854.41,44966190
2019-06-28,854.21,864.24,848.53,864.24,43760910
2019-07-01,854.21,876.28,867.86,876.26,49225200
2019-07-02,876.44,877.02,870.79,872.92,38741880
2019-07-03,872.92,872.92,865.84,869.58,42594210
2019-07-04,869.58,879.72,869.58,879.72,49311640
2019-07-05,879.74,882.09,876.41,880.23,41267320
2019-07-08,877.12,877.19,867.35,870.92,44396550
2019-07-09,869.82,872.52,866.32,872.21,41064380
2019-07-10,872.2,878.24,872.2,876.12,41858640
2019-07-11,879.31,880.88,876.82,879.1,39213260
2019-07-12,881.1,883.03,874.99,874.99,46827980
2019-07-15,881.1,876.73,870.99,873.71,42053110
2019-07-16,873.74,880.91,873.74,880.91,48665170
2019-07-17,880.69,882.82,877.59,879.75,59853640
2019-07-18,879.35,879.35,870.81,870.81,44968100
2019-07-19,870.97,880.79,870.97,880.79,63926250
2019-07-22,880.49,885.39,878.57,879.62,48837900
2019-07-23,879.33,888.76,878.28,888.26,48223670
2019-07-24,888.63,892.81,885.75,887.39,46413440
2019-07-25,887.39,892.2,885.19,890.41,54563440
2019-07-26,889.67,891.83,886.2,887.84,45307890
2019-07-29,889.0,889.89,881.11,888.54,44918580
2019-07-30,888.7,892.22,877.92,877.92,44932360
2019-07-31,876.32,884.47,874.43,883.19,43400530
2019-08-01,883.6,887.39,881.52,887.39,41754860
2019-08-02,880.65,885.94,877.86,885.29,54739360
2019-08-05,882.91,884.07,872.39,872.39,53465930
2019-08-06,870.82,870.82,858.02,866.13,52907240
2019-08-07,866.76,871.93,863.7,868.27,40017410
2019-08-08,868.26,876.82,866.71,875.81,58877170
2019-08-09,875.81,880.29,874.51,878.62,46667200
2019-08-12,879.03,883.41,877.33,882.23,44745840
2019-08-13,882.23,882.23,875.34,877.97,59070490
2019-08-14,880.04,886.77,880.04,880.51,44297320
2019-08-15,869.85,890.78,867.95,890.78,50395380
2019-08-16,890.0,899.91,887.28,892.44,70252830
2019-08-19,894.79,897.0,889.39,891.78,39311010
2019-08-20,891.73,894.59,891.08,894.45,41244380
2019-08-21,893.83,901.24,892.05,900.54,56164360
2019-08-22,901.28,904.41,899.72,901.29,46933460
2019-08-23,901.37,902.38,897.02,900.53,49584900
2019-08-26,899.1,899.1,887.12,892.48,65313090
2019-08-27,892.48,899.21,886.91,886.91,59291850
2019-08-28,887.36,890.54,885.32,886.08,41622640
2019-08-29,885.84,889.13,882.21,889.13,42613720
2019-08-30,889.04,893.41,889.04,892.51,40839960
2019-09-03,892.51,894.11,886.74,888.97,45768490
2019-09-04,888.48,890.19,883.96,887.12,41234740
2019-09-05,887.21,891.36,886.1,886.1,42074670
2019-09-06,885.9,889.49,884.92,885.95,40543850
2019-09-09,885.95,887.0,883.43,885.61,37164220
2019-09-10,886.83,888.5,881.12,883.04,46274080
2019-09-11,882.77,886.09,881.34,885.52,34851830
2019-09-12,887.76,894.32,887.76,894.32,48192160
2019-09-13,895.34,905.31,893.86,905.05,67622020
2019-09-16,905.0,909.7,902.99,908.6,52499530
2019-09-17,907.88,912.75,904.54,912.38,49773900
2019-09-18,912.37,915.01,911.14,913.48,64916030
2019-09-19,913.4,918.88,909.88,918.88,57544160
2019-09-20,918.88,920.77,914.7,915.16,72085600
2019-09-23,916.15,918.39,909.98,909.98,63685170
2019-09-24,909.18,914.0,908.14,910.76,50415610
2019-09-25,910.37,912.74,906.74,912.42,51189520
2019-09-26,912.65,918.1,911.64,918.1,61815870
2019-09-27,919.43,925.5,918.05,924.83,64121740
2019-09-30,924.83,930.8,922.83,922.89,63284690
2019-10-01,922.87,926.31,921.77,926.31,59813890
2019-10-02,925.44,927.43,918.16,919.73,69144140
2019-10-03,919.63,921.7,911.6,921.7,63663830
2019-10-04,921.7,924.27,915.16,915.16,62008430
2019-10-07,916.51,917.25,907.5,907.5,60836700
2019-10-08,907.5,915.3,906.88,915.27,65243600
2019-10-09,915.38,917.88,912.79,914.54,62566710
2019-10-10,914.73,916.97,912.57,913.05,54842380
2019-10-11,913.84,917.01,912.95,916.68,61846270
2019-10-14,916.9,924.52,916.9,921.91,81662930
2019-10-15,921.65,924.61,920.73,923.27,55003840
2019-10-16,924.99,927.82,923.66,924.64,55092660
2019-10-17,924.13,924.68,919.1,919.1,65013550
2019-10-18,919.1,922.47,917.12,919.13,57605110
2019-10-21,918.01,918.65,914.0,914.0,63505800
2019-10-22,914.14,917.45,912.75,916.81,59083710
2019-10-23,916.76,919.61,915.97,919.61,55202580
2019-10-24,920.35,925.25,919.22,925.25,59252900
2019-10-25,925.49,927.05,923.58,927.05,56303260
2019-10-28,928.01,929.89,925.97,925.97,60005810
2019-10-29,925.73,928.38,923.97,923.97,59000930
2019-10-30,924.68,928.84,922.86,925.07,56666560
2019-10-31,926.54,928.8,922.17,922.68,63154480
2019-11-01,923.76,934.21,923.56,933.55,76837110
2019-11-04,933.96,941.42,932.36,940.25,87334540
2019-11-05,941.25,943.19,938.73,942.34,71492500
2019-11-06,941.7,945.43,940.76,942.38,75016380
2019-11-07,942.23,945.22,940.23,944.25,76226210
2019-11-08,944.28,948.09,942.19,944.7,74207740
2019-11-11,944.72,946.37,939.0,939.72,80097000
2019-11-12,939.72,942.55,937.96,939.82,66245180
2019-11-13,939.82,940.88,931.28,932.6,76758480
2019-11-14,932.45,935.67,927.53,928.44,78620440
2019-11-15,929.14,930.61,922.6,927.36,66130230
2019-11-18,927.49,929.17,920.52,920.95,69835800
2019-11-19,920.96,926.07,920.05,926.07,63691480
2019-11-20,926.67,926.67,917.0,917.0,72569190
2019-11-21,917.0,917.0,898.23,898.23,83040690
2019-11-22,905.89,906.93,885.83,892.31,82099050
2019-11-25,892.31,896.43,887.02,894.8,63815430
2019-11-26,895.36,900.56,895.36,897.5,68546970
2019-11-27,898.96,900.95,895.06,895.06,58427250
2019-11-28,893.15,895.27,883.33,885.7,69367550
2019-11-29,886.46,888.36,882.85,887.47,60328840
2019-12-02,887.47,889.37,875.1,875.1,76462740
2019-12-03,873.42,877.85,865.74,868.68,77467050
2019-12-04,868.34,883.56,865.46,883.56,74534040
2019-12-05,883.33,886.35,878.51,879.32,61676770
2019-12-06,877.4,882.36,875.99,880.43,60752790
2019-12-09,880.16,882.41,876.25,879.94,64151210
2019-12-10,879.15,880.18,870.3,873.16,72499410
2019-12-11,873.16,878.27,869.27,878.27,66716030
2019-12-12,878.27,885.73,878.27,884.8,57447090
2019-12-13,884.98,888.34,880.55,880.55,65816420
2019-12-16,878.88,879.64,874.07,876.65,67010160
2019-12-17,876.57,877.63,867.21,867.44,72408090
2019-12-18,865.5,867.62,861.27,863.16,69570980
2019-12-19,863.16,867.24,858.77,862.23,68010500
2019-12-20,862.41,869.42,862.38,868.37,69391620
2019-12-23,871.63,872.74,868.2,868.2,72189520
2019-12-24,867.98,869.88,864.88,869.88,57924660
2019-12-25,869.99,874.93,869.28,873.18,53692380
2019-12-26,872.55,874.79,869.63,872.07,40379950
2019-12-27,871.82,876.38,868.21,876.38,26809950
2019-12-30,876.61,881.24,876.42,880.29,33522140
2019-12-31,881.25,881.97,877.12,879.06,44433790
2020-01-02,879.02,886.88,876.87,886.88,50389450
2020-01-03,887.11,890.38,883.18,883.28,43220590
2020-01-06,882.51,882.51,872.34,872.34,36868840
2020-01-07,872.32,877.34,870.49,876.7,40277740
2020-01-08,876.64,876.64,861.51,865.18,53101180
2020-01-09,877.47,878.43,865.18,877.76,45705720
2020-01-10,877.85,888.09,877.7,885.52,72856040
2020-01-13,885.52,885.52,881.35,881.79,32553390
2020-01-14,881.77,886.83,880.58,884.77,50679260
2020-01-15,884.95,886.33,882.79,885.36,35671150
2020-01-16,885.36,892.2,883.83,891.96,63476010
2020-01-17,891.66,897.63,891.36,894.84,48879990
2020-01-20,894.6,897.4,891.75,897.4,39722470
2020-01-21,897.97,907.51,897.4,906.52,57331520
2020-01-22,906.52,909.41,903.27,909.09,51710960
2020-01-30,908.2,909.09,870.53,875.82,80136320
2020-01-31,875.43,876.59,848.63,848.63,83267610
2020-02-03,848.42,848.63,803.73,842.67,91769740
2020-02-04,842.79,849.8,833.93,845.52,73132220
2020-02-05,845.65,854.72,840.41,845.31,63586260
2020-02-06,845.38,862.86,842.68,862.86,97615310
2020-02-07,862.71,865.91,858.02,863.49,72831920
2020-02-10,863.28,863.49,848.21,852.87,46861970
2020-02-11,853.09,859.38,852.87,856.39,70070560
2020-02-12,856.64,870.1,856.64,863.23,80775330
2020-02-13,862.72,864.79,858.46,864.16,58430270
2020-02-14,865.03,868.84,863.14,865.86,74645390
2020-02-17,865.83,867.45,862.75,866.27,58437180
2020-02-18,866.06,866.61,858.61,861.71,60234370
2020-02-19,860.23,865.4,859.65,863.84,52573160
2020-02-20,864.0,872.86,864.0,871.4,59013520
2020-02-21,871.49,877.52,868.59,868.89,66759070
2020-02-24,867.56,868.89,837.4,837.4,95170340
2020-02-25,836.54,849.58,827.81,849.58,69289070
2020-02-26,849.56,849.58,837.52,841.68,54642970
2020-02-27,841.19,849.18,836.56,848.34,55423910
2020-02-28,844.02,848.34,823.09,831.97,69885780
2020-03-02,831.25,837.99,827.23,835.42,69305330
2020-03-03,835.14,846.21,835.14,837.99,64175180
2020-03-04,838.02,839.26,831.2,837.99,52991210
2020-03-05,838.93,846.58,836.32,839.12,67022900
2020-03-06,838.77,839.12,827.12,835.97,53908060
2020-03-09,835.65,835.65,781.12,782.85,107131850
2020-03-10,782.85,794.88,762.34,789.51,90062880
2020-03-11,789.75,795.98,746.83,758.16,99250550
2020-03-12,757.9,757.9,710.33,719.21,113236020
2020-03-13,687.38,722.3,674.36,716.65,113472590
2020-03-16,716.65,716.65,688.8,698.18,74029820
2020-03-17,698.0,702.36,673.21,699.73,80439940
2020-03-18,699.73,705.3,695.42,700.65,77434820
2020-03-19,699.35,700.65,669.04,679.55,73193700
2020-03-20,679.78,683.55,668.9,673.7,81174090
2020-03-23,671.05,671.05,628.46,632.86,81061380
2020-03-24,632.63,633.97,619.07,625.43,85901840
2020-03-25,625.83,652.31,625.43,652.31,86267230
2020-03-26,651.94,655.06,639.02,646.7,74094650
2020-03-27,646.61,649.17,633.41,642.23,102644660
2020-03-30,641.92,642.23,605.0,613.02,81044380
2020-03-31,613.33,629.08,598.6,610.76,77472420
2020-04-01,609.35,631.6,606.03,628.79,73251500
2020-04-03,630.37,649.15,630.37,649.15,84127900
2020-04-06,649.15,682.65,649.15,682.65,127163130
2020-04-07,682.65,695.45,677.03,693.61,117080630
2020-04-08,693.66,693.66,675.26,691.17,76666570
2020-04-09,691.17,704.18,691.17,700.32,101418610
2020-04-10,697.9,701.77,687.18,695.74,146864700
2020-04-13,695.84,714.58,695.84,706.37,82299370
2020-04-14,706.37,713.81,699.03,713.81,94916160
2020-04-15,714.39,726.2,713.81,722.8,91992100
2020-04-16,721.73,726.71,714.52,726.57,72703140
2020-04-17,727.51,736.17,726.57,734.98,100568910
2020-04-20,736.1,742.27,729.52,736.31,99010230
2020-04-21,734.14,736.31,702.61,706.65,128951820
2020-04-22,706.54,718.62,692.03,714.42,86106800
2020-04-23,718.83,729.99,715.62,717.49,63426140
2020-04-24,717.49,725.52,711.14,725.05,64551610
2020-04-27,724.14,735.28,719.66,719.66,81802970
2020-04-28,719.45,721.73,711.84,715.74,64778960
2020-04-29,715.74,719.18,713.62,715.33,69755970
2020-05-04,714.9,716.05,706.47,709.35,65868010
2020-05-05,710.22,714.59,707.49,711.01,48703130
2020-05-06,711.34,725.94,709.77,725.94,77213190
2020-05-07,726.17,739.98,725.94,739.98,82601000
2020-05-08,740.14,773.22,739.98,760.15,146260040
2020-05-11,760.86,777.13,760.15,777.13,107514590
2020-05-12,777.35,783.77,766.7,782.45,104564430
2020-05-13,781.85,788.06,760.2,783.69,122448880
2020-05-14,783.69,785.1,773.62,780.73,86237430
2020-05-15,780.73,785.26,771.25,773.95,80443320
2020-05-18,773.95,787.27,770.61,787.27,81990780
2020-05-19,787.53,808.17,787.53,799.31,119339160
2020-05-20,797.27,803.35,793.75,803.32,97443060
2020-05-21,803.57,815.55,802.49,815.55,134973200
2020-05-22,815.51,815.55,802.82,803.14,95158480
2020-05-25,803.35,809.12,799.23,807.25,81739940
2020-05-26,807.55,815.96,807.55,815.01,101929820
2020-05-27,816.04,821.36,801.36,801.36,119115010
2020-05-28,801.38,810.43,800.16,804.06,91471520
2020-05-29,804.0,808.83,801.46,806.23,76808710
2020-06-01,806.44,821.47,806.44,821.47,176781350
2020-06-02,821.89,827.11,818.12,818.7,147384620
2020-06-03,819.02,824.54,818.33,824.29,89255290
2020-06-04,827.85,831.49,823.51,823.77,135464800
2020-06-05,823.46,826.47,818.33,826.47,147686540
2020-06-08,826.79,845.63,826.47,838.52,155914950
2020-06-09,839.19,843.58,836.13,837.02,152484730
2020-06-10,836.8,842.21,827.6,839.11,164035740
2020-06-11,839.11,842.76,806.64,806.87,191851870
2020-06-12,803.11,807.76,782.7,807.76,183055290
2020-06-15,808.58,813.59,778.71,778.71,141902860
2020-06-16,779.8,801.42,779.8,798.82,84854820
2020-06-17,798.82,802.06,793.2,796.43,76200410
2020-06-18,795.84,800.03,788.72,797.08,58891460
2020-06-19,797.21,808.28,797.03,808.28,81044560
2020-06-22,811.47,812.99,805.24,809.97,55095190
2020-06-23,810.64,812.24,803.96,807.61,95807000
2020-06-24,807.9,813.47,799.35,801.62,74689590
2020-06-25,801.29,801.29,791.38,796.51,74549190
2020-06-26,796.7,803.88,793.08,795.53,53642210
2020-06-29,795.11,795.11,768.99,774.81,97111120
2020-06-30,774.84,784.44,765.62,770.53,74258230
2020-07-01,770.23,787.38,770.02,786.82,56962280
2020-07-02,786.82,788.88,781.45,785.59,54056700
2020-07-03,785.81,790.3,785.81,789.87,43303010
2020-07-06,790.08,803.76,789.87,803.46,74204520
2020-07-07,803.61,812.48,803.61,805.68,87361600
2020-07-08,805.67,807.09,801.57,805.06,52132960
2020-07-09,805.12,819.45,805.12,817.08,81034330
2020-07-10,816.76,817.67,806.67,809.02,71215730
2020-07-13,809.03,814.35,802.5,806.17,65612220
2020-07-14,805.21,806.17,798.21,805.37,60124200
2020-07-15,805.38,815.09,805.38,810.16,53466480
2020-07-16,810.16,819.83,809.41,819.83,64520530
2020-07-17,819.27,819.27,812.61,814.16,65439170
2020-07-20,814.0,814.0,803.36,803.36,69313020
2020-07-21,803.55,806.34,799.98,804.7,62634380
2020-07-22,804.26,806.93,797.82,797.85,65223560
2020-07-23,797.85,800.29,794.59,800.29,73617580
2020-07-24,798.89,798.89,760.56,772.29,142231570
2020-07-27,767.3,772.29,726.02,729.93,127324950
2020-07-28,730.55,757.5,729.93,756.17,106762410
2020-07-29,737.98,755.14,722.85,735.16,95374560
2020-07-30,735.3,746.74,735.16,746.02,51151920
2020-07-31,745.33,747.56,731.14,740.73,58079130
2020-08-03,740.33,758.3,738.64,757.86,75712850
2020-08-04,759.19,768.46,757.86,768.22,62080110
2020-08-05,768.22,782.09,761.26,780.71,84975870
2020-08-06,780.69,787.27,776.04,781.6,64066590
2020-08-07,781.61,785.99,778.45,782.15,68194780
2020-08-10,782.5,791.67,782.15,784.3,79376100
2020-08-11,784.74,788.92,781.04,784.57,60223460
2020-08-12,784.58,790.01,784.23,788.42,71949730
2020-08-13,788.42,795.69,789.26,795.09,49154760
2020-08-14,795.13,801.61,789.12,791.98,85640670
2020-08-17,791.89,793.61,782.52,791.54,57165820
2020-08-18,791.6,792.13,784.93,786.95,41657400
2020-08-19,787.23,791.85,786.01,789.41,51465360
2020-08-20,789.41,793.35,783.57,786.11,65866250
2020-08-21,786.14,795.05,786.14,793.6,78118940
2020-08-24,793.46,810.17,793.46,809.69,102484240
2020-08-25,809.34,818.94,809.34,815.18,107201730
2020-08-26,815.19,816.68,811.45,812.36,89049860
2020-08-27,812.47,814.64,810.68,814.55,72352280
2020-08-28,824.65,828.88,814.55,821.93,102827430
2020-08-31,822.01,831.76,820.66,823.93,82419120
2020-09-01,823.01,832.87,821.74,832.03,78823790
2020-09-03,832.27,844.27,832.03,843.64,104709690
2020-09-04,843.22,843.64,833.54,840.54,103338380
2020-09-07,840.64,843.8,824.36,824.36,98247460
2020-09-08,824.62,829.22,819.02,827.57,81334060
2020-09-09,827.5,828.38,816.51,824.42,82985570
2020-09-10,824.42,832.61,824.42,825.85,67659910
2020-09-11,825.81,827.83,821.97,825.56,64103290
2020-09-14,825.69,833.09,825.69,832.24,65500510
2020-09-15,833.69,835.42,831.13,833.33,87508060
2020-09-16,833.31,834.52,831.33,834.5,54112550
2020-09-17,834.6,837.76,829.08,831.84,96606620
2020-09-18,831.84,842.1,831.84,841.26,94168740
2020-09-21,841.28,852.65,841.28,851.54,106118340
2020-09-22,851.54,854.34,846.03,853.68,130393430
2020-09-23,852.88,860.34,852.88,858.3,111915820
2020-09-24,858.14,858.89,852.29,853.21,90213290
2020-09-25,853.19,856.79,850.1,854.71,105360670
2020-09-28,854.84,863.98,854.84,863.31,134681820
2020-09-29,869.3,871.99,856.2,856.2,135082450
2020-09-30,856.2,860.1,852.54,858.54,104923280
2020-10-01,859.27,868.3,859.27,867.58,106515880
2020-10-02,867.58,870.8,850.61,861.51,164531140
2020-10-05,861.51,869.09,861.51,867.7,115090400
2020-10-06,867.74,872.39,866.12,871.37,148279580
2020-10-07,870.98,876.31,867.06,870.85,157151510
2020-10-08,870.88,873.13,864.55,869.82,139809540
2020-10-09,869.8,875.52,868.36,874.53,115723800
2020-10-12,874.72,882.84,871.58,874.9,130255360
2020-10-13,874.58,879.25,872.36,878.35,103915810
2020-10-14,878.94,892.25,878.35,892.15,176566350
2020-10-15,896.5,901.71,893.94,899.2,167589220
2020-10-16,899.58,906.17,892.7,901.59,157348820
